-121.510516,40.731988,1
-123.464974,40.094059,1
-122.089573,39.031952,1
-119.927973,37.982452,1
-122.462466,38.515718,1
-121.479768,38.594033,1
-121.215371,38.479477,1
-116.819796,35.663147,1
-121.306562,38.010406,1
-121.054426,37.586323,1
-122.000933,37.903869,1
-122.434,37.785514,1
-122.239248,37.778962,1
-122.494352,37.574978,1
-121.835321,37.643129,1
-120.518867,37.108653,1
-121.966578,37.441028,1
-122.153806,37.202203,1
-121.525695,37.223357,1
-121.275218,36.373286,1
-119.8515,36.086714,1
-119.389571,36.476928,1
-118.539057,35.610684,1
-120.112845,34.919633,1
-118.28027,34.588065,1
-119.129955,34.167023,1
-117.934887,34.265083,1
-118.291452,34.250058,1
-118.430313,34.266695,1
-118.546954,34.201899,1
-117.353314,34.109642,1
-117.914142,34.089564,1
-118.783155,34.047026,1
-118.228371,34.074612,1
-117.583463,34.044749,1
-115.739513,33.729954,1
-118.371764,34.016897,1
-118.062604,33.939479,1
-117.825766,33.938664,1
-118.179207,33.969867,1
-117.29742,33.918075,1
-117.227525,33.679949,1
-118.336303,33.90311,1
-118.250983,33.81875,1
-117.671983,33.706556,1
-117.896363,33.790804,1
-118.480709,33.367336,1
-117.910238,33.622297,1
-117.379565,33.314647,1
-116.622253,33.113623,1
-115.525534,32.995575,1
-117.165327,32.857195,1
-117.0315,32.717992,1